500	96100
600	83200
700	125400
800	123000
900	137800
1000	169500
1100	190800
1200	191700
1300	224500
1400	295700
1500	348300
1600	271800
1700	292000
1800	362600
1900	412800
2000	417500
2100	368500
2200	426100
2300	432500
2400	404400
2500	449400
2600	463400
2700	508700
2800	539900
2900	560700
3000	570400
3100	584700
3200	604700
3300	623300
3400	646700
3500	660800
3600	688400
3700	705000
3800	744000
3900	756200
4000	765600
4100	785600
4200	792300
4300	802600
4400	828500
4500	906200
4600	924100
4700	900400
4800	961900
4900	916500
5000	944200
5100	977500
5200	1042100
5300	1004600
5400	1040700
5500	1100900
5600	1132900
5700	1137100
5800	1174700
5900	1208200
6000	1237200
6100	1260500
6200	1277400
6300	1338100
6400	1332900
6500	1424300
6600	1343100
6700	1336300
6800	1395300
6900	1415400
7000	1438100
7100	1576000
7200	1476700
7300	1577100
7400	1485600
7500	1482200
7600	1533600
7700	1560400
7800	1560500
7900	1590600
8000	1605800
8100	1766400
8200	1668600
8300	1664500
8400	1642300
8500	1672400
8600	1776300
8700	1728400
8800	1739000
8900	1945800
9000	1881900
9100	1851000
9200	1832900
9300	1827300
9400	1857100
9500	1878000
9600	1908600
9700	1934000
9800	2342700
9900	2016500
10000	1981000
