500	74300
600	72800
700	91100
800	117600
900	114600
1000	129100
1100	156000
1200	190300
1300	188200
1400	219800
1500	225100
1600	253400
1700	262200
1800	284500
1900	287600
2000	314400
2100	326100
2200	341300
2300	365700
2400	393800
2500	403400
2600	429700
2700	451500
2800	491300
2900	496700
3000	492600
3100	546300
3200	569100
3300	542700
3400	565400
3500	577400
3600	633100
3700	601400
3800	651500
3900	708200
4000	690400
4100	704900
4200	792300
4300	723200
4400	755600
4500	783800
4600	843300
4700	866300
4800	821000
4900	881300
5000	893100
5100	954700
5200	945600
5300	969100
5400	987600
5500	1031000
5600	1035500
5700	1083300
5800	1075300
5900	1243100
6000	1104300
6100	1195000
6200	1274800
6300	1201500
6400	1253200
6500	1211700
6600	1213000
6700	1273000
6800	1266900
6900	1266900
7000	1299100
7100	1343300
7200	1851100
7300	1429600
7400	1366800
7500	1445200
7600	1413500
7700	1438100
7800	1466600
7900	1494400
8000	1495700
8100	1538700
8200	1635300
8300	1638300
8400	1986700
8500	1621000
8600	1624100
8700	1645200
8800	1662800
8900	1690300
9000	1716500
9100	1752000
9200	1795100
9300	1829500
9400	1811000
9500	1871100
9600	1853200
9700	1883400
9800	1968500
9900	2012300
10000	2052500
