500	93700
600	118600
700	136600
800	201000
900	153100
1000	193500
1100	224900
1200	256400
1300	284100
1400	311800
1500	342900
1600	312400
1700	351800
1800	371900
1900	399200
2000	442600
2100	459200
2200	492100
2300	527800
2400	673300
2500	486600
2600	500100
2700	495500
2800	564700
2900	586400
3000	644500
3100	643200
3200	683600
3300	599700
3400	596500
3500	612400
3600	642800
3700	671200
3800	672900
3900	713300
4000	808800
4100	745700
4200	802500
4300	884000
4400	833800
4500	935500
4600	1113100
4700	939000
4800	1127100
4900	1022400
5000	1022100
5100	1049900
5200	1597400
5300	1185000
5400	1266500
5500	1175700
5600	1194600
5700	1283200
5800	1369900
5900	1398600
6000	1332400
6100	1397600
6200	1368200
6300	1422700
6400	1477000
6500	1249400
6600	1270800
6700	1334400
6800	1370800
6900	1673500
7000	1430800
7100	1468200
7200	1445100
7300	1450200
7400	1493000
7500	1832900
7600	1654200
7700	1944100
7800	2281000
7900	1563900
8000	1655700
8100	1668300
8200	1707100
8300	1748400
8400	1863400
8500	1831400
8600	1818700
8700	1921900
8800	1773800
8900	1823700
9000	1892200
9100	1975700
9200	1945900
9300	2086900
9400	2021400
9500	4325000
9600	2100400
9700	2265200
9800	2208600
9900	2233200
10000	2194100
