500	110400
600	135600
700	104400
800	125200
900	152300
1000	209500
1100	243600
1200	280300
1300	223700
1400	289000
1500	280600
1600	330600
1700	314300
1800	401400
1900	410700
2000	447200
2100	436500
2200	485400
2300	528600
2400	560900
2500	443800
2600	457100
2700	488000
2800	542000
2900	535700
3000	675300
3100	699500
3200	614500
3300	725600
3400	680400
3500	763800
3600	799000
3700	846200
3800	898800
3900	886300
4000	956600
4100	916600
4200	954900
4300	986800
4400	1021800
4500	1133300
4600	1395800
4700	1281700
4800	1704800
4900	1069200
5000	1079800
5100	1031300
5200	1104800
5300	1117400
5400	1169000
5500	1195600
5600	1302000
5700	1233700
5800	1288200
5900	1292500
6000	1333200
6100	1957700
6200	2327400
6300	2209600
6400	1695300
6500	1501500
6600	1523100
6700	1603100
6800	1630000
6900	1815100
7000	1833700
7100	1614700
7200	1662200
7300	1726000
7400	1838400
7500	2065500
7600	1878400
7700	2004400
7800	2027300
7900	2037300
8000	1995900
8100	2065800
8200	1948900
8300	2106900
8400	2210600
8500	2336000
8600	2247000
8700	2314000
8800	2191200
8900	2405000
9000	2312800
9100	2548700
9200	2502700
9300	2580200
9400	2393300
9500	2440500
9600	2469500
9700	1984300
9800	2304000
9900	2097300
10000	2112900
