500	71000
600	80200
700	102500
800	115600
900	120600
1000	133600
1100	157300
1200	273300
1300	184600
1400	219400
1500	224400
1600	287700
1700	269900
1800	277000
1900	303600
2000	310700
2100	323000
2200	348600
2300	361700
2400	368800
2500	391500
2600	433900
2700	458800
2800	488900
2900	499000
3000	507800
3100	541100
3200	561900
3300	556700
3400	576900
3500	626400
3600	630300
3700	693600
3800	662200
3900	672400
4000	717400
4100	710300
4200	731200
4300	796900
4400	813700
4500	794100
4600	925800
4700	885500
4800	869600
4900	902700
5000	898000
5100	915800
5200	949300
5300	1007200
5400	1045400
5500	1077900
5600	1071400
5700	1095700
5800	1156200
5900	1293400
6000	1203500
6100	1163000
6200	1222100
6300	1246000
6400	1205200
6500	1275200
6600	1243500
6700	1274700
6800	1308800
6900	1336800
7000	1356900
7100	1368400
7200	1546100
7300	1360600
7400	1405600
7500	1513600
7600	1456500
7700	1474100
7800	1456700
7900	1476900
8000	1527800
8100	1586600
8200	1846800
8300	1638300
8400	1646200
8500	1628100
8600	1596900
8700	1626700
8800	1644500
8900	1721800
9000	1777200
9100	1807900
9200	1849300
9300	1757500
9400	1784000
9500	1891200
9600	1839500
9700	1857200
9800	1912600
9900	1874700
10000	2011900
